Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Nothing,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
03/10/2019,9.1,2.9,6.5,-2.2,,4.69,0,0,44.9,223.38,107.2,24,68.3,72.56,Rain, Partially cloudy
03/11/2019,8.4,0.2,4.2,-4.3,,3.87,0,0,73,245.25,108,20.4,62.8,71.43,Rain, Partially cloudy
03/12/2019,5.9,-1,2.2,-4.4,,0.44,0,0,27.6,251.13,45,15,50.9,74.63,Rain, Partially cloudy
03/13/2019,8,-2.8,2.9,-4.6,,0,0,0,25.9,213.17,82.8,14.3,66.9,70.21,Partially cloudy
03/14/2019,8.7,1.3,5.2,-1,,0.2,0,0,34.1,224.17,57.6,20,66.5,70.28,Rain, Partially cloudy
03/15/2019,8.3,4,6.2,-0.7,,2.16,0,0,32.6,226.96,59.5,19.6,75,73.6,Rain, Partially cloudy
03/16/2019,9.1,5.3,6.9,0.8,,7.29,0,0,42.7,246.5,66.2,22.4,77.6,64.87,Rain, Overcast
03/17/2019,20.2,5.1,11,4.2,,0.1,0,0,25.3,200.17,46.8,19.3,51.5,59.35,Rain, Partially cloudy
03/18/2019,9.1,2.8,6.2,0.2,,2.04,0,0,33.4,230.46,54,17.6,64.9,71.84,Rain, Partially cloudy
03/19/2019,7.6,-1.1,3.5,-3.8,,0.5,0,0,20.7,250.13,32.4,16.6,34.1,62.94,Rain, Partially cloudy
03/20/2019,9,-3.9,2.4,-6.4,,0,0,0,14.4,205.17,13.9,10.7,20.2,65.83,Clear
03/21/2019,9.9,-2.1,4.5,-4.5,,0,0,0,23.2,218.04,24.4,9.5,71,70.39,Partially cloudy
03/22/2019,11.8,5.3,8.8,4.5,,0,0,0,16.9,202.25,17.4,8.2,90.3,78.11,Overcast
03/23/2019,17.1,1.2,8.2,-2.1,,0,0,0,14.5,76.29,13.9,7.3,19.4,78.84,Clear
03/24/2019,13.2,4.8,8.9,4.1,,0,0,0,15.9,248.88,17.6,12,65.9,68.01,Partially cloudy
03/25/2019,8.9,3.9,5.8,-0.5,,3.8,0,0,27.6,247.42,46.6,14.9,75.3,76.58,Rain, Overcast
03/26/2019,7.9,2.2,4.7,-1.5,,2.28,0,0,40,268.38,62.5,18.4,72.1,68.93,Rain, Partially cloudy
03/27/2019,8.4,-2.7,3.4,-5.2,,0.92,0,0,23.2,262.33,48.9,21.8,13.1,60.29,Rain
03/28/2019,9.2,0.7,5.3,-0.6,,0.63,0,0,17.9,232.42,17.8,10.1,56,83.27,Rain, Partially cloudy
03/29/2019,12.8,-1.2,5.7,-1.7,,0.1,0,0,24,228.67,21,8.5,59.8,76.49,Rain, Partially cloudy
03/30/2019,18.2,-1,8.3,,,0,0,0,6.2,160.25,7.2,10,35.3,66.67,Partially cloudy
03/31/2019,18.9,0.8,10.3,6.8,,0,0,0,24.2,238.38,35.5,13.8,22.2,60.34,Clear
04/01/2019,10.9,3.3,7.1,-0.5,,0,0,0,24.3,86.42,49.6,25.8,29.1,49.75,Partially cloudy
04/02/2019,15.1,-0.1,7,-5.3,,0,0,0,26.1,57.46,39.6,23.2,7,45.35,Clear
04/03/2019,18.7,2,10.2,-1.7,,0,0,0,20.7,54.38,39.6,19.2,48.5,48.25,Partially cloudy
04/04/2019,19.7,5,11.9,2.4,,0,0,0,19.4,79.21,50.4,16.8,52.7,51.45,Partially cloudy
04/05/2019,20.6,8.1,13.4,6.3,,0,0,0,18,78.79,61.2,18.7,48.2,53.76,Partially cloudy
04/06/2019,13,7,9.5,4.9,,7.32,0,0,22.3,94.33,24.1,12.2,64,75.05,Rain, Partially cloudy
04/07/2019,14.3,4.2,8.8,3.1,,1.93,0,0,14.7,180.17,14,10.5,43.9,82.45,Rain, Partially cloudy
04/08/2019,16.9,3.2,10.2,2,,0,0,0,18,82.46,28.8,11,19.8,73.86,Clear
04/09/2019,17,6.8,12,6.1,,0,0,0,21.6,42.25,32.4,15,47.7,59.06,Partially cloudy
04/10/2019,9.9,2.7,6.8,-0.4,,0,0,0,27.8,44.79,28.2,16.8,67.1,62.13,Partially cloudy
04/11/2019,7,2.9,4.5,-1,,1.1,0,0,19.2,42.75,21.1,13.8,87,74.49,Rain, Overcast
04/12/2019,3.9,1.9,2.8,-2.2,,2.23,0,0,22.7,49.71,32.4,9.4,79.6,88.19,Rain, Overcast
04/13/2019,5.8,1.8,3.5,-2.4,,4.72,0,0,19,69.58,17.4,8,85.6,89.04,Rain, Overcast
04/14/2019,13.1,1.1,7.4,-0.9,,0.5,0,0,28.9,47.67,43.2,16.4,64.5,62.24,Rain, Partially cloudy
04/15/2019,11.2,0.8,6.6,-3.1,,0,0,0,21.8,47.25,41.9,22.5,7.8,47.02,Clear
04/16/2019,13,-1.4,6.5,-4.8,,0,0,0,26.9,41.96,38.9,19.3,17.7,51.95,Clear
04/17/2019,14.2,4.8,8.6,1.9,,1.4,0,0,14.4,116.17,32.4,14.1,68.7,72.44,Rain, Partially cloudy
04/18/2019,17.1,2,10.4,0.5,,0,0,0,24.3,90.42,24.9,17.7,12.8,61.17,Clear
04/19/2019,19.1,2.1,11.7,0.7,,0,0,0,20.2,89.63,32,18.7,0,52.61,Clear
04/20/2019,20.8,1.7,12.1,4.5,,0,0,0,20.7,213.67,38,18.5,27.7,45.01,Partially cloudy
04/21/2019,18,2.9,10.8,3.1,,0,0,0,17,191.38,31.1,21.2,13.2,52.48,Clear
04/22/2019,15.8,6.8,10.7,4.2,,0.38,0,0,35.7,87.58,52.3,20.6,49.4,65.17,Rain, Partially cloudy
04/23/2019,17.4,5.8,12.2,2.1,,0.1,0,0,38,78.92,55.8,24.7,47,53.48,Rain, Partially cloudy
04/24/2019,18.2,10.8,14.3,,,0.35,0,0,25.3,84.88,35.1,23.5,67.4,59.68,Rain, Partially cloudy
04/25/2019,25.5,10,18.1,,,0.1,0,0,18.2,149.42,38.2,19.3,29.4,57.14,Rain, Partially cloudy
04/26/2019,27,9.2,18.9,8.5,26.4,0,0,0,26.4,161.71,36,17.4,58.1,54.45,Partially cloudy
04/27/2019,18.1,10.9,12.9,,,1.09,0,0,26,256.29,36,16.1,75.4,77.24,Rain, Overcast
04/28/2019,10.8,8.9,9.9,6.3,,26.23,0,0,21.5,250.71,20.9,5.6,71,92.72,Rain, Partially cloudy
04/29/2019,10.8,8.8,9.8,6.3,,19.47,0,0,16.9,225.25,13.9,6.1,68.9,97.74,Rain, Partially cloudy
04/30/2019,13.7,10,11.1,8,,19.29,0,0,17.9,122.88,18.2,10.9,74.5,93.14,Rain, Partially cloudy
05/01/2019,17.7,6.3,12.2,5.1,,1.79,0,0,26.8,258.71,50.4,19,40.7,65.09,Rain, Partially cloudy
05/02/2019,19.6,9.1,13.9,6.9,,0.38,0,0,38.6,233.83,49.5,17.4,47.5,66.43,Rain, Partially cloudy
05/03/2019,14.6,6.8,9.5,5.7,,8.19,0,0,21.5,195.71,29,15.3,76.8,78.51,Rain, Overcast
05/04/2019,15.1,4,10.4,7.2,,0.25,0,0,18.9,157.17,14.2,17.7,61.1,68.56,Rain, Partially cloudy
05/05/2019,9.7,3.9,6.2,0.8,,7.68,0,0,20,277.75,34.3,14.5,81.3,79.9,Rain, Overcast
05/06/2019,9.9,5.9,7.8,3.5,,0.34,0,0,22.6,307,45.2,25.8,87.4,54.15,Rain, Overcast
05/07/2019,11.9,5.8,8.6,2,,0.8,0,0,21.7,296.13,32,24.5,63.8,56.9,Rain, Partially cloudy
05/08/2019,15.1,1.9,9.8,3.6,,0,0,0,18.7,139.58,35.2,19.3,42.8,61.48,Partially cloudy
05/09/2019,11,5.9,8.7,3.5,,5.46,0,0,15.5,95.17,20,12.4,79.3,81.9,Rain, Overcast
05/10/2019,16.9,5.9,11.5,,,7.7,0,0,22.6,229.13,24.4,15.3,58.3,83.05,Rain, Partially cloudy
05/11/2019,19.8,9.9,14.5,8.9,,0.1,0,0,19,187.88,32.2,20.4,62.5,62.67,Rain, Partially cloudy
05/12/2019,17.8,8,12.3,5.3,,3.97,0,0,27.7,191.13,31.2,16.6,75,79.6,Rain, Partially cloudy
05/13/2019,10.1,5.7,7.7,3.9,,3.67,0,0,24,300.21,24.3,16.5,76.2,79.03,Rain, Overcast
05/14/2019,7,4.1,5.8,2.6,,14.19,0,0,16.3,132.67,28.8,12,71.9,90.17,Rain, Partially cloudy
05/15/2019,10.2,6.1,8.6,4.3,,13.41,0,0,9.3,230.58,17.4,9.7,73.1,94.67,Rain, Partially cloudy
05/16/2019,17,8.1,12.3,7,,2.53,0,0,20.7,169.08,21,14.7,67.7,84.27,Rain, Partially cloudy
05/17/2019,19.8,11,14.6,,,1.78,0,0,18.4,172.96,32.4,14.5,54.6,80.73,Rain, Partially cloudy
05/18/2019,22.9,8.7,15.5,9.6,,5.61,0,0,18.9,123.92,43.2,18.3,43.6,74.91,Rain, Partially cloudy
05/19/2019,21.9,9,15.6,8.6,,6.25,0,0,21.5,75.5,59.5,18.4,35.5,83.14,Rain, Partially cloudy
05/20/2019,22.1,14,18,,,1.78,0,0,20.6,147.96,36,20.7,61.7,72.62,Rain, Partially cloudy
05/21/2019,17.8,11.9,14.2,,,17.33,0,0,32.3,222.08,20.7,16,69.8,85.22,Rain, Partially cloudy
05/22/2019,15.3,12.8,14,,,22.85,0,0,27.7,259.04,31.4,15.4,59.7,89.47,Rain, Partially cloudy
05/23/2019,13,11,12.3,,,46.8,0,0,24.1,261.25,23.6,11.1,65.8,95.42,Rain, Partially cloudy
05/24/2019,14.8,10.8,12.1,,,16.83,0,0,13.3,229.21,14,7.3,70,93.78,Rain, Partially cloudy
05/25/2019,21.8,7.2,15.1,6.2,,0.1,0,0,16.9,229.63,20.9,16.3,49.9,73.37,Rain, Partially cloudy
05/26/2019,23,11,17.3,,,7,0,0,17,197.33,28.8,17.1,59,72.25,Rain, Partially cloudy
05/27/2019,24,11.1,18.7,,,0.1,0,0,15.5,191.96,23.6,21,47.5,69.83,Rain, Partially cloudy
05/28/2019,21.1,14,17.6,,,2.55,0,0,17.1,141.63,22.9,15.2,66.7,82.42,Rain, Partially cloudy
05/29/2019,15.1,11.8,12.9,,,4.36,0,0,16.9,254.63,17.4,14.3,76.4,87.72,Rain, Overcast
05/30/2019,11.8,9.2,10.9,8.2,,4.83,0,0,16.8,188.29,17.3,19.4,77,78.23,Rain, Overcast
05/31/2019,21.1,9.1,15.1,8.2,,1.14,0,0,10.9,213.54,10.5,18.9,40.7,69.18,Rain, Partially cloudy
06/01/2019,23.8,10.9,17.7,,,2.11,0,0,15.4,170.46,17.2,18,45.7,73.35,Rain, Partially cloudy
06/02/2019,25.9,12.1,19.6,,,0,0,0,26.4,127.63,37.7,18.2,33.8,69.45,Partially cloudy
06/03/2019,26,12.9,20.6,,,0,0,0,23.3,53.42,38.9,23.8,11.3,64.61,Clear
06/04/2019,27,14,21.1,,27.2,0,0,0,24.1,51.38,28.8,24.3,20.4,65.89,Clear
06/05/2019,26.1,15.7,21.2,,,0.4,0,0,26.1,57.79,44.6,23.2,24.6,70.68,Rain
06/06/2019,26,14.1,20.6,,,0.2,0,0,19,87.83,28.8,20.2,36.9,65.93,Rain, Partially cloudy
06/07/2019,26.3,15.8,21.2,,,33.4,0,0,10.8,189.83,28.8,19,46.4,70.59,Rain, Partially cloudy
06/08/2019,28.1,15.2,21.9,,28.7,0,0,0,29.7,193.04,32.4,18.5,30.5,69.39,Partially cloudy
06/09/2019,25.1,12.1,19.9,,,0,0,0,19.1,101.33,36,24.6,16,60.96,Clear
06/10/2019,31,16.8,24.1,,31.1,0.1,0,0,23.4,60,32.4,19.9,16.8,65.25,Rain
06/11/2019,32.1,17.6,25.2,,31.2,13,0,0,18.5,77,23.1,20.9,11.8,59.01,Rain
06/12/2019,32.7,16.1,25.3,,31.7,0,0,0,13.6,129.79,20.7,22.7,13.9,57.56,Clear
06/13/2019,32.2,17.2,25.2,,32.6,0.2,0,0,15.3,119.17,28.8,20.1,35.5,65.86,Rain, Partially cloudy
06/14/2019,29.2,19.1,24.6,,30.3,2,0,0,18.8,123.21,17.4,15.6,41.8,72.2,Rain, Partially cloudy
06/15/2019,33,19.9,26.7,,34,0,0,0,13.4,79.13,10.9,18.1,44.7,64.22,Partially cloudy
06/16/2019,28.8,18,22.6,,28.8,1.97,0,0,29.7,255.17,36,19.6,45.3,69.61,Rain, Partially cloudy
06/17/2019,23.1,16.7,19.9,,,2.23,0,0,17.8,121.04,17.2,24.6,65.1,66.01,Rain, Partially cloudy
06/18/2019,24.9,13.1,19.7,,,0,0,0,20.7,64.54,36,21.3,54.9,72.69,Partially cloudy
06/19/2019,28.1,16.8,22.3,,28.1,10.47,0,0,21.9,112.92,46,18.2,56.1,69.87,Rain, Partially cloudy
06/20/2019,27.7,18.2,22.2,,28,7.94,0,0,14.4,203.25,25.2,19.4,67.5,75.19,Rain, Partially cloudy
06/21/2019,27.9,17.9,20.9,,28.5,2.91,0,0,17.9,230.08,25.2,17.6,63.6,78.72,Rain, Partially cloudy
06/22/2019,24.9,16.1,20.7,,,2.4,0,0,19.5,95.5,32.4,18.3,46.4,76.21,Rain, Partially cloudy
06/23/2019,25.2,17.8,21.3,,,2,0,0,22.6,39.13,32.4,26.9,50.8,60.37,Rain, Partially cloudy
06/24/2019,25.9,16.3,22,,,0,0,0,24.2,46.83,32.4,26.4,53.5,59.92,Partially cloudy
06/25/2019,31.2,16.9,24.5,,31.5,0,0,0,19.3,52.38,17.6,21.3,9.7,67.25,Clear
06/26/2019,33.7,19.1,27.2,,34.1,0,0,0,21.6,207.67,32.4,18.3,22.9,62,Clear
06/27/2019,29.6,19,25.2,,28.4,0,0,0,31.5,276.5,48.9,21.1,13,51.54,Clear
06/28/2019,22.8,13.9,18.4,,,0,0,0,23.1,284.75,34.9,25.8,44.3,62.61,Partially cloudy
06/29/2019,27,13,20.7,,26.6,0,0,0,17,231.08,33,26.2,29.6,50.6,Partially cloudy
06/30/2019,33.8,14,24.4,,33,0,0,0,24.1,213.92,39.6,24.3,0.8,50.82,Clear
07/01/2019,35.1,17.1,26.6,,34.6,0.1,0,0,51.7,233.42,76.4,24.3,35.5,49.24,Rain, Partially cloudy
07/02/2019,26,18.3,22.4,,,0.2,0,0,34.8,275.83,83.2,24.5,48.6,58.69,Rain, Partially cloudy
07/03/2019,22.1,12.2,18,,,0,0,0,25,255.83,42,27.2,25.8,47.03,Partially cloudy
07/04/2019,23,8.7,16.8,,,0,0,0,19.9,221.92,35.4,27.2,26,48.71,Partially cloudy
07/05/2019,23.2,10,17.6,,,0.1,0,0,29.3,242.58,52.1,25.9,80,53.11,Rain, Overcast
07/06/2019,28.6,15.1,21.9,,27.5,0,0,0,30.4,230.29,53,26.9,57.4,50.5,Partially cloudy
07/07/2019,23.8,14.8,18.7,,,0.88,0,0,26.1,259.5,28.8,25.9,52.5,65.06,Rain, Partially cloudy
07/08/2019,19,10.7,15.8,,,0,0,0,32.4,266,49,27,61.8,49.31,Partially cloudy
07/09/2019,19.8,9.9,14.7,,,0.5,0,0,26.8,241.04,28,26,53.6,55.18,Rain, Partially cloudy
07/10/2019,20,12,15.5,,,1.38,0,0,30.7,251.46,47.7,27.7,59.3,58.98,Rain, Partially cloudy
07/11/2019,20.2,11,15.1,,,6.55,0,0,24.1,258.38,39.2,23.2,53.7,67.61,Rain, Partially cloudy
07/12/2019,24,7,16.5,,,0,0,0,27.5,178.79,46.8,25,52.3,61.24,Partially cloudy
07/13/2019,19.8,14.2,16.7,,,3.27,0,0,15.9,200.63,17.5,17.5,65.6,81.95,Rain, Partially cloudy
07/14/2019,17.6,12.9,14.9,,,42.6,0,0,13.5,204.42,46,13.1,61.3,92.07,Rain, Partially cloudy
07/15/2019,23.1,9.7,16.9,8.4,,0,0,0,14.4,287.46,38.9,20.7,23.4,61.51,Clear
07/16/2019,21.7,9.8,15.9,8.3,,0,0,0,28.6,242.25,46.8,19.9,38.6,67.21,Partially cloudy
07/17/2019,21.5,12.1,17,,,0,0,0,25.8,268.79,42.1,21.8,66.7,63.42,Partially cloudy
07/18/2019,23.9,9.8,17.6,,,0,0,0,9.9,154.21,10.5,24.8,34.5,61.29,Partially cloudy
07/19/2019,28,10.7,19.1,,27.1,5.06,0,0,23.5,197.83,42.5,22.1,38.8,63.27,Rain, Partially cloudy
07/20/2019,28.8,15.1,21.7,,28.2,0.61,0,0,14.4,209.5,28.8,20.6,58.3,66.22,Rain, Partially cloudy
07/21/2019,29.6,16,20.3,,30.1,16.11,0,0,36.1,173.25,81.4,17.9,58.6,80.58,Rain, Partially cloudy
07/22/2019,25.8,14.9,20.9,,,0.1,0,0,21.5,246.67,24.2,18.8,61.4,70.97,Rain, Partially cloudy
07/23/2019,19.8,16.2,18.1,,,0.91,0,0,13.4,256.08,17.3,14.7,68.4,85.65,Rain, Partially cloudy
07/24/2019,23.9,17.8,20.6,,,4.29,0,0,15.3,238.54,17.3,16.3,60.4,78.31,Rain, Partially cloudy
07/25/2019,28.5,14.7,21.8,,28.1,0,0,0,10.8,165.79,10.5,22.1,22.8,67.76,Clear
07/26/2019,28,15.2,22.3,,28.1,0,0,0,19.6,89.63,21.2,21.3,29.9,64.24,Partially cloudy
07/27/2019,26.7,15,20.3,,27.4,1.2,0,0,33.1,67.46,48.8,22.8,30.4,74.85,Rain, Partially cloudy
07/28/2019,31,15.2,23.3,,31.2,0.3,0,0,21.6,66.88,43.2,20.7,54.2,68.87,Rain, Partially cloudy
07/29/2019,31.9,19,24,,31.8,7.52,0,0,28.1,177.04,70.8,19.6,64.7,68.85,Rain, Partially cloudy
07/30/2019,27.9,18.2,21.6,,29.4,16.24,0,0,23.3,220.79,35.5,13.8,53.2,86.6,Rain, Partially cloudy
07/31/2019,24.2,19.1,21.4,,,11.46,0,0,15.4,239.71,14.1,10.5,72,87.51,Rain, Partially cloudy
08/01/2019,25.6,17.8,20.8,,,1.66,0,0,16.9,212.54,43.2,16.1,54.4,79.08,Rain, Partially cloudy
08/02/2019,24.8,14,19.6,,,0.56,0,0,14.4,208.71,17.4,21.8,51.5,68.26,Rain, Partially cloudy
08/03/2019,21.8,13.9,17.5,,,10.04,0,0,14.3,171.54,32.4,23,56.6,76.44,Rain, Partially cloudy
08/04/2019,23,12.9,18,,,3.72,0,0,23.7,235.04,41.7,25.7,36.6,65.07,Rain, Partially cloudy
08/05/2019,25.8,13.9,19.8,,,6.56,0,0,20.8,229.75,46.8,25.9,47.3,66.39,Rain, Partially cloudy
08/06/2019,28.1,16.2,21.9,,28,2.13,0,0,21.7,225.17,43.2,22.5,64.6,67.15,Rain, Partially cloudy
08/07/2019,28.9,16.3,22.3,,29.2,3.95,0,0,17.2,206.21,25.4,22.1,58.1,75.81,Rain, Partially cloudy
08/08/2019,25.1,17.8,20.9,,,20.39,0,0,27.6,235.17,27.8,22.4,58.1,72.99,Rain, Partially cloudy
08/09/2019,27,14,21.1,,26.8,0,0,0,21.6,235.46,37.1,20.1,36.4,65.43,Partially cloudy
08/10/2019,30.6,14,22.3,,32.1,0,0,0,25,190.79,43.2,21.3,59.7,70.27,Partially cloudy
08/11/2019,26.8,18,21.8,,27.1,16.43,0,0,14.2,189.75,14,22.6,32.4,73.08,Rain, Partially cloudy
08/12/2019,30.1,17.7,23.7,,31.3,0,0,0,19.3,153.58,36,23.5,39.6,70.11,Partially cloudy
08/13/2019,23,16,19.3,,,10.91,0,0,16.8,230.33,57.1,20.5,59.2,81.2,Rain, Partially cloudy
08/14/2019,18.8,12.1,15.5,,,13.22,0,0,26,241.21,44.5,18.3,61.4,83.53,Rain, Partially cloudy
08/15/2019,23.1,9.7,16.1,,,0,0,0,8.9,161.38,10.5,19.5,18.6,69.23,Clear
08/16/2019,21.1,11.6,16.1,,,0.15,0,0,15.9,184.71,17.4,20.4,63.5,79.55,Rain, Partially cloudy
08/17/2019,24,11,17.6,,,12,0,0,10.9,224.63,13.9,17.3,37.1,76.9,Rain, Partially cloudy
08/18/2019,27.9,15,21.1,,28.2,0,0,0,20.7,163.58,43.2,21.4,50.2,72.07,Partially cloudy
08/19/2019,30.8,15.3,23.3,,31.1,10.37,0,0,14.4,183.54,46.8,23.6,27.4,69,Rain, Partially cloudy
08/20/2019,24.3,18.7,20.9,,,6.43,0,0,17.9,63.5,39.6,21.5,62.6,88.01,Rain, Partially cloudy
08/21/2019,19.7,16.1,17.8,,,7.97,0,0,26.6,210.67,39.6,17.6,77.8,88.33,Rain, Overcast
08/22/2019,20.8,13,17.1,,,4,0,0,25.2,59.5,28,21.1,67.1,78.23,Rain, Partially cloudy
08/23/2019,24.2,12.9,18.3,,,0.1,0,0,20.9,49.58,21,19.7,25.4,79.51,Rain, Partially cloudy
08/24/2019,25.3,14.2,20,,,0.2,0,0,24.1,44.5,31.1,21.8,23.9,72.97,Rain
08/25/2019,26.9,15,20.8,,27.7,0.26,0,0,17.9,62.96,28.8,22.3,40.2,72,Rain, Partially cloudy
08/26/2019,30,17,22.5,,31.3,3.42,0,0,21.5,66.08,38.3,18.6,39.9,75.72,Rain, Partially cloudy
08/27/2019,30.1,15.9,22.3,,31.1,0.2,0,0,15.2,109.83,21.4,17,34.2,77.67,Rain, Partially cloudy
08/28/2019,31,16.7,22.1,,30.9,4.76,0,0,21.5,97.79,51.7,14.7,24.2,76.87,Rain
08/29/2019,31.9,16,23.3,,31.8,0.83,0,0,14.1,156.25,36,15.9,25.8,70.51,Rain, Partially cloudy
08/30/2019,28.9,17,22.1,,29.2,1.52,0,0,13.8,192.83,17.5,15.9,41.4,75.72,Rain, Partially cloudy
08/31/2019,28.2,16.8,22.3,,28.6,0,0,0,19,55.46,21,17.1,15.6,73.2,Clear
09/01/2019,31.6,16.8,23.6,,30.7,0,0,0,10.9,95.58,36,17.6,12.1,67.43,Clear
09/02/2019,22.5,13.1,18.3,,,28.5,0,0,28.5,232.54,50.4,12.7,59.5,86.74,Rain, Partially cloudy
09/03/2019,18.8,12,14.3,,,11.05,0,0,10.9,229.75,14,14.9,59.9,86.18,Rain, Partially cloudy
09/04/2019,22.2,10.9,15.9,,,0,0,0,9.8,154.63,10.4,17.1,41.5,73.16,Partially cloudy
09/05/2019,24.3,9,17.3,9.5,,0,0,0,20.7,179.88,14,22.7,15.4,70.63,Clear
09/06/2019,20.2,13,17.3,,,0.1,0,0,12.5,176.13,13.9,25.7,73.3,63.7,Rain, Partially cloudy
09/07/2019,19.8,13,15.6,,,1.91,0,0,19.1,113.17,7.2,18.6,82.1,80.66,Rain, Overcast
09/08/2019,20.1,13.9,16.4,,,23.54,0,0,13.4,140.13,10.8,15.6,53.7,87.91,Rain, Partially cloudy
09/09/2019,22.7,12.9,15.3,,,20.72,0,0,24,139.71,57.6,11.1,67.3,92.46,Rain, Partially cloudy
09/10/2019,20,11.6,15.1,,,3.02,0,0,23.6,216.79,43.2,27.4,56.7,74.02,Rain, Partially cloudy
09/11/2019,22.9,9,15.5,,,0,0,0,12.7,102.88,10.5,20.4,37,77.18,Partially cloudy
09/12/2019,23.2,10,16.4,,,0.1,0,0,14.4,235.33,17.4,20,12.7,78.73,Rain
09/13/2019,22.9,10,16.7,,,0,0,0,21.5,211.88,20.9,20.5,35.5,79.15,Partially cloudy
09/14/2019,17.6,9.4,14.3,,,0.3,0,0,16.9,279.83,34.3,25.8,36.3,68.3,Rain, Partially cloudy
09/15/2019,21,5.6,13,5,,0,0,0,28.6,198,27.7,20.8,38.5,73.6,Partially cloudy
09/16/2019,19.3,10,14.3,,,1.96,0,0,21.6,241.04,43.2,17.8,61,82.12,Rain, Partially cloudy
09/17/2019,16,9.7,12.9,6.5,,4.77,0,0,28.8,249.21,55.6,15.8,59,81.06,Rain, Partially cloudy
09/18/2019,14,7.9,10.1,4.4,,0.75,0,0,34.9,251.67,57.6,27.5,64.2,68.24,Rain, Partially cloudy
09/19/2019,12.5,5.3,8.6,3.5,,2.73,0,0,25.7,245.38,41.8,19.7,53.1,78.85,Rain, Partially cloudy
09/20/2019,13.9,4.9,9.1,2.7,,3.37,0,0,20.7,237.92,24.2,15.3,48.5,77.39,Rain, Partially cloudy
09/21/2019,17.2,5,11.3,3.4,,0,0,0,18,218.63,39.6,18.8,31.8,73.85,Partially cloudy
09/22/2019,21,3.9,12.1,2.6,,0,0,0,8.3,145.33,10.6,19.4,0.1,75.49,Clear
09/23/2019,18.1,6.1,12,4.3,,1.86,0,0,23,95.75,14,15.5,44.8,80.97,Rain, Partially cloudy
09/24/2019,13.2,8.8,10.9,7.3,,0,0,0,20,48.08,20.8,6,83.8,90.39,Overcast
09/25/2019,18,8.3,12.6,7.1,,0.87,0,0,11.8,117.63,10.8,6.8,70.1,91.36,Rain, Partially cloudy
09/26/2019,18.1,10.8,14.4,,,0.33,0,0,21.5,233,24.4,15.2,54.9,86.1,Rain, Partially cloudy
09/27/2019,20.2,8.8,14.7,,,0.2,0,0,16.1,184.83,43.2,14.7,52.3,81.93,Rain, Partially cloudy
09/28/2019,18.1,10.9,15.1,,,0.3,0,0,28.4,204.54,54,22.3,63.8,81.5,Rain, Partially cloudy
09/29/2019,19.9,9.9,14.9,,,0,0,0,34.1,224.33,64.8,24,51.4,73.8,Partially cloudy
09/30/2019,19.9,13.5,16.3,,,2.99,0,0,59,231.38,81.7,24.9,58.4,67.32,Rain, Partially cloudy
10/01/2019,20,9.9,14.8,8.5,,0.1,0,0,26.4,223.63,64.8,27.1,48.3,66.13,Rain, Partially cloudy
10/02/2019,19.2,9.9,13.7,,,0,0,0,26.7,175.57,64.8,19.4,59.4,84.39,Partially cloudy
10/03/2019,11.3,6.8,8.8,4.5,,22.78,0,0,17,249.46,28.8,16.6,62.6,84.74,Rain, Partially cloudy
10/04/2019,12,7,8.8,4.8,,0.54,0,0,12.5,174.08,10.5,17,69.6,80.25,Rain, Partially cloudy
10/05/2019,9.8,6.9,7.9,3.3,,9.04,0,0,23.4,47.04,35.9,12.2,71.5,92.31,Rain, Partially cloudy
10/06/2019,8.8,1.3,6.1,-2,,5.14,0,0,16,259,34.8,20.6,60.7,78.39,Rain, Partially cloudy
10/07/2019,10,-2.2,3,-5,,0.1,0,0,12.6,150,14,17.4,15.6,75.05,Rain
10/08/2019,12.1,-2.4,5.4,6.1,,0.29,0,0,26.3,200.25,57.6,14.5,61.5,74.81,Rain, Partially cloudy
10/09/2019,14.7,9.1,11.5,7.4,,2.77,0,0,17.9,189.17,61.2,12.2,77.8,90.09,Rain, Overcast
10/10/2019,15,8.9,11.3,6.2,,14.72,0,0,37,231.21,72,23.4,65.4,78.53,Rain, Partially cloudy
10/11/2019,15.1,6.9,11,4.8,,1,0,0,31.5,224.29,61.2,23.5,56.1,76.95,Rain, Partially cloudy
10/12/2019,22,7,13.2,7.4,,0,0,0,28.9,207.46,72,23.3,36.4,69.86,Partially cloudy
10/13/2019,22.4,5.5,13.2,5.9,,0,0,0,7.5,208.13,43.2,15.9,13.2,78.58,Clear
10/14/2019,24,6.3,13.6,,,0,0,0,8.5,126.83,7.3,11.1,1.6,83.73,Clear
10/15/2019,23.9,7.9,14.2,7.1,,0,0,0,11.9,56.92,32.7,12.7,45.1,80.3,Partially cloudy
10/16/2019,19.9,7.5,12.9,5.6,,0.1,0,0,35.7,172.67,52.1,20.1,25.5,80.04,Rain, Partially cloudy
10/17/2019,20,4.2,11.3,2.1,,0,0,0,9.9,142.96,10.6,20,11.1,75.66,Clear
10/18/2019,21,5.3,12,,,0,0,0,7.6,153.13,46.8,15,30.1,78.44,Partially cloudy
10/19/2019,19.9,5,11.5,,,0,0,0,7.5,148.25,25.2,11.5,45.7,82.99,Partially cloudy
10/20/2019,23.4,5.9,13.5,4.3,,0,0,0,11.2,78.88,46.8,17.2,14.5,77.89,Clear
