Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Nothing,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
08/01/2018,29,18.3,22.9,,30.8,0.73,0,0,25.9,60.92,48.6,16.5,58.2,79.6,Rain, Partially cloudy
08/02/2018,30.1,18.9,24.2,,30.9,7,0,0,18.8,54.54,46.8,20,17.6,73.95,Rain
08/03/2018,29,18,23.6,,29,0,0,0,17.4,76.75,36,21.1,16.1,68.04,Clear
08/04/2018,31,16.6,24,,30.4,0.4,0,0,9.3,164.5,14.6,20.9,20.1,62.75,Rain
08/05/2018,28,19.1,22.3,,29,6.13,0,0,15,219.67,32.4,17,57.4,79.08,Rain, Partially cloudy
08/06/2018,25.1,16.8,20.6,,,5,0,0,14.3,236.21,32.4,23.2,47,71.13,Rain, Partially cloudy
08/07/2018,27.3,13.6,20.8,,27.1,0,0,0,14.5,62.46,14.1,26.5,5.9,64.68,Clear
08/08/2018,28,15.7,22.5,,28.4,0.73,0,0,15.9,80.88,17.5,24,41.9,69.01,Rain, Partially cloudy
08/09/2018,32.2,19,25.3,,32.7,1,0,0,16.9,78.96,36,20.8,34.8,66.83,Rain, Partially cloudy
08/10/2018,31.8,18.1,24,,32.7,2.33,0,0,28.4,144.17,57.6,15.1,31.6,73.8,Rain, Partially cloudy
08/11/2018,20.9,15.9,18.1,,,26.79,0,0,17.7,183.42,17.1,14.7,74.2,88.4,Rain, Partially cloudy
08/12/2018,24.9,13.9,19.5,,,0.7,0,0,10.9,111.08,14.1,19.3,44.1,71.03,Rain, Partially cloudy
08/13/2018,29.9,13,21.9,,29.6,0.4,0,0,20.1,159.67,50.4,23.3,13.5,67.51,Rain
08/14/2018,25.6,16,21.3,,,10.18,0,0,26.6,187.38,32.4,17.9,41.9,74.8,Rain, Partially cloudy
08/15/2018,24,18,20.6,,,4.56,0,0,18.4,250.38,25.2,23.5,64.1,74.48,Rain, Partially cloudy
08/16/2018,24.3,14.9,19.8,,,0.3,0,0,12.8,128.5,28.8,23.3,33.5,75.53,Rain, Partially cloudy
08/17/2018,26.1,15,20.8,,,0,0,0,17.8,51.08,35.4,18.5,9,75.65,Clear
08/18/2018,27.7,15.9,21.5,,28,0,0,0,10.8,131.58,10.7,14.8,33.7,75.48,Partially cloudy
08/19/2018,28.2,15.1,21.2,,28.2,0,0,0,18.3,169.96,39.6,15.4,35.6,76.74,Partially cloudy
08/20/2018,30.1,15.8,22.9,,29.9,0.3,0,0,21.4,181.54,39.6,18.1,33.2,68.36,Rain, Partially cloudy
08/21/2018,24.6,16,21,,,0,0,0,17.2,207.13,25.2,33.6,49,67.95,Partially cloudy
08/22/2018,25.1,16.1,20.2,,,0,0,0,17.1,64.21,17.4,34.2,20.3,65.93,Clear
08/23/2018,30.8,14.3,22.1,,30.6,0,0,0,14.4,58.04,32.4,24.7,24.7,64.99,Clear
08/24/2018,28,16.9,21.4,,28.1,7.12,0,0,23,131,54,15.3,64.4,77.51,Rain, Partially cloudy
08/25/2018,18.8,16.1,17.5,,,15.53,0,0,14.9,222.46,19.1,10.9,77.9,91.13,Rain, Overcast
08/26/2018,16.7,12,13.8,,,9.32,0,0,17.7,275.29,28.3,16,85.4,87.31,Rain, Overcast
08/27/2018,18.9,9,13.8,,,0,0,0,9.9,136.13,10.5,19.7,49.8,79.35,Partially cloudy
08/28/2018,22.6,9.1,16,,,0,0,0,15.8,183.92,32.2,19.6,55.5,77.26,Partially cloudy
08/29/2018,22,10.8,16.7,,,0,0,0,13.5,66.67,14.1,18.7,13.6,74.17,Clear
08/30/2018,26.3,11,19,,,0,0,0,19.9,109.75,39.6,16.2,27.9,71.35,Partially cloudy
08/31/2018,21.1,16,18.3,,,2.83,0,0,15.3,194.63,13.7,14.5,70.3,81.28,Rain, Partially cloudy
09/01/2018,24.9,14.9,19.5,,,20.1,0,0,26.1,50.54,42.5,14.1,55.7,78.98,Rain, Partially cloudy
09/02/2018,26.1,14.9,20,,,53.54,0,0,31,70.92,46.8,16.1,68.2,72.29,Rain, Partially cloudy
09/03/2018,24.9,13.1,19.6,,,1.23,0,0,26.2,43.92,43.2,17.8,42.2,71.41,Rain, Partially cloudy
09/04/2018,22,15.9,18.3,,,16.03,0,0,11.8,140.71,43.2,12.8,72.8,87.5,Rain, Partially cloudy
09/05/2018,22.8,15.1,18.8,,,9.79,0,0,15.1,233.58,17.2,13.5,57.9,80.97,Rain, Partially cloudy
09/06/2018,21.1,11.1,16.2,,,0.4,0,0,12.4,194.21,14,11.1,34.9,86.65,Rain, Partially cloudy
09/07/2018,24.7,10.9,17.2,,,0,0,0,8.2,177.79,7.3,11.8,21.1,78.61,Clear
09/08/2018,19.8,13,16.2,,,5.36,0,0,20.5,241.71,20.4,10.9,53.4,87.32,Rain, Partially cloudy
09/09/2018,21.9,10.1,15.7,,,0.3,0,0,8.3,155.67,10.5,12.9,51.1,80.12,Rain, Partially cloudy
09/10/2018,23.9,10,16.6,,,0,0,0,9.9,215.29,25.2,17,25.4,73.66,Partially cloudy
09/11/2018,22.2,11,16.3,,,0,0,0,16.8,207.58,20.1,16.3,65.7,77.67,Partially cloudy
09/12/2018,29,11.1,19.4,,28.2,0,0,0,13.5,204.75,14.3,19.2,13.9,69.99,Clear
09/13/2018,27.6,12.3,19.6,,27.4,0,0,0,10.8,175.08,15.1,17.2,26.7,71.19,Partially cloudy
09/14/2018,19.8,14.8,17.3,,,6.21,0,0,16.8,235.54,17.1,9.9,72.6,87.87,Rain, Partially cloudy
09/15/2018,20.1,13.9,16.9,,,9.32,0,0,20.6,230.75,21.1,11,71.4,84.41,Rain, Partially cloudy
09/16/2018,20.9,8.9,14.6,,,0,0,0,14.7,198.3,17.3,12.2,16.6,74.08,Clear
09/17/2018,25,7.9,16.1,7.3,,0,0,0,7.7,131.05,7.1,10.2,13.3,77.16,Clear
09/18/2018,26,11,18.2,,,0,0,0,9.5,126.46,36,15.2,25,75.63,Clear
09/19/2018,26.3,10.8,18,,,0,0,0,13.5,196.67,46.8,17.3,5,70.03,Clear
09/20/2018,27.1,10.4,18.9,,26.5,0,0,0,10.8,145.68,7.2,23,2.7,65.71,Clear
09/21/2018,27,10.1,18.3,,26.7,0.2,0,0,18.2,142.54,54,13.4,18.3,68.32,Rain
09/22/2018,19.2,10.7,13.3,,,7.13,0,0,31.4,241.33,64.8,15.7,63.6,80.14,Rain, Partially cloudy
09/23/2018,17,9.9,13.3,9.3,,0,0,0,27.7,195.79,54,18.6,64.2,73.68,Partially cloudy
09/24/2018,15.8,7.8,10.3,4.2,,19.96,0,0,53.1,263.67,85,19.3,72.7,75.37,Rain, Partially cloudy
09/25/2018,11.2,4.9,7.6,2.1,,0.9,0,0,24.2,269.04,48.7,21.1,63.7,74,Rain, Partially cloudy
09/26/2018,14.3,1.9,8.4,1.3,,0,0,0,22.7,226.39,38,16.2,46.6,73.08,Partially cloudy
09/27/2018,16.9,8.8,12.7,6.5,,0,0,0,28.5,227.83,31.5,24.3,73.1,66.16,Partially cloudy
09/28/2018,21.3,6.3,13.8,6.5,,0,0,0,32.1,221.46,43.2,18.6,28.7,73.1,Partially cloudy
09/29/2018,13.6,3.6,9.4,5.5,,1.17,0,0,16.9,217.13,32.4,22.3,43.8,71.01,Rain, Partially cloudy
09/30/2018,15.1,-0.2,7,-2.3,,0,0,0,10.7,104.42,10.6,17.6,12.3,71.06,Clear
10/01/2018,17.7,0.1,9,-2.9,,0,0,0,15.4,156.04,43.2,15.9,33.1,74.63,Partially cloudy
10/02/2018,10.2,4.2,8.5,2.6,,6.56,0,0,19.5,237.08,43.2,12.6,77.5,84.71,Rain, Overcast
10/03/2018,13.9,4.1,9.5,1.5,,1.14,0,0,44.3,243.21,76.3,24.2,66.5,72.47,Rain, Partially cloudy
10/04/2018,13.7,5.1,8.8,2,,0.85,0,0,28.6,236.17,28.1,21.2,51.4,74.59,Rain, Partially cloudy
10/05/2018,18,1.7,9,,,0.1,0,0,9,118.17,10.7,15.8,0.2,76.5,Rain
10/06/2018,23.2,1.3,11.9,-1.1,,0.1,0,0,11.2,127.21,39.7,15.8,24.9,72.8,Rain
10/07/2018,20.8,8.2,14.3,7,,0,0,0,21.7,151.33,38.2,17.1,65.2,79.08,Partially cloudy
10/08/2018,13.9,9.8,11.6,8.1,,0.2,0,0,14.4,98.75,17.4,22.2,89,76.1,Rain, Overcast
10/09/2018,19,8.9,12.6,8.5,,0.2,0,0,9.8,85.25,10.6,10.9,63.8,79.95,Rain, Partially cloudy
10/10/2018,21.1,4.3,11.9,2.9,,0.2,0,0,15.3,47.42,17.4,10.8,3.6,80.31,Rain
10/11/2018,19,6.2,11.7,4.5,,0.1,0,0,15.3,59.96,27.6,9.2,12.4,83.53,Rain
10/12/2018,22.1,5.8,12.7,4,,0,0,0,10.8,96.92,25.2,12.9,2.4,77.61,Clear
10/13/2018,21.3,4.4,12.5,,,0,0,0,11.8,85.17,14,10.5,0.1,79.14,Clear
10/14/2018,21.2,4.8,11.7,6.5,,0,0,0,12.5,96.13,14.3,10.2,12.7,80.78,Clear
10/15/2018,20.3,4,11,7,,0,0,0,14.4,93.13,14,13.6,4.8,75.54,Clear
10/16/2018,22.2,4.7,11.7,3.7,,0,0,0,11.9,77.21,28.8,13.3,32.8,71.5,Partially cloudy
10/17/2018,21,6.9,13.2,6.9,,0,0,0,11.7,73.54,10.6,13.1,69.9,70,Partially cloudy
10/18/2018,19,9.8,13.3,,,0,0,0,11.8,180.5,13.8,8.5,84.2,79.72,Overcast
10/19/2018,13.2,9.2,10.9,9.4,,0,0,0,17.9,233.58,20.7,2.4,85.2,92.19,Overcast
10/20/2018,12.1,7.1,10.2,4.6,,1.13,0,0,21.5,246.13,21,6.5,94.5,86.97,Rain, Overcast
10/21/2018,9.8,3.9,7.3,1.3,,5.66,0,0,19.4,154.83,32.4,12.4,79.8,86.96,Rain, Overcast
10/22/2018,12.1,0.3,5.6,-1.3,,0,0,0,15.9,139.04,17.4,4.5,54.6,90.6,Partially cloudy
10/23/2018,9.1,4,7.2,0.9,,4.21,0,0,43.3,245.46,66.3,11.6,75.4,84.37,Rain, Overcast
10/24/2018,9.1,5,7.5,0.8,,13.11,0,0,43.4,280.79,72.9,21.2,51.5,66.33,Rain, Partially cloudy
10/25/2018,10.8,1.8,6.8,-2.2,,3.49,0,0,36.2,242.5,62.2,15.2,75.9,86.35,Rain, Overcast
10/26/2018,11.9,6,8.8,3.7,,2.91,0,0,22.8,216.04,50.4,17.8,83.4,79.05,Rain, Overcast
10/27/2018,12.9,4.2,8.1,3.5,,3.83,0,0,26.7,200.21,54,8.9,85.4,88.97,Rain, Overcast
10/28/2018,8,5,5.8,0.3,,18.47,0,0,28.6,47.33,39.6,5,87.2,95.18,Rain, Overcast
10/28/2018,17.3,6.3,11.2,3,,1.58,0,0,17.7,70.29,37.8,7.2,70,91.62,Rain, Partially cloudy
10/29/2018,21.8,13.5,17.1,,,0,0,0,30,118,72.5,22.8,54.6,61.01,Partially cloudy
10/30/2018,19,4.2,10.9,2.4,,0,0,0,15.6,158.38,90,23.1,15.2,67.68,Clear
10/31/2018,18.9,2.9,10.8,0,,0,0,0,16.4,66.54,54.7,16,59.6,75.23,Partially cloudy
11/01/2018,21,11.5,15.1,,,0.11,0,0,8.5,147.54,61.2,17.1,66.1,72.39,Rain, Partially cloudy
11/02/2018,13.1,9.9,11.7,8.1,,2.23,0,0,15.4,160.38,14.1,3.7,93.9,96.14,Rain, Overcast
11/03/2018,12.1,9.8,10.8,7.2,,0.3,0,0,18.9,59.17,39.6,4.6,97.2,96.1,Rain, Overcast
11/04/2018,14.2,9.9,11.7,,,0.15,0,0,17.8,51.96,17.4,5.5,79.6,92.19,Rain, Overcast
11/05/2018,17.1,4.2,9.6,2.1,,0,0,0,14.6,84.67,14.4,8.4,23.6,84.76,Clear
11/06/2018,15.2,1.3,7,-1.9,,0,0,0,13.5,49.5,36,8.3,12.6,86.55,Clear
11/07/2018,16.2,2.7,8.2,2.9,,0,0,0,7.4,150.79,7.2,6.5,33.1,85.1,Partially cloudy
11/08/2018,13.1,3.1,6.9,3.7,,0,0,0,8.4,69.17,10.5,2.2,49.5,93.48,Partially cloudy
11/09/2018,11.9,4,6.5,2.7,,0.1,0,0,10.9,84.42,10.6,2.6,30.1,92.71,Rain, Partially cloudy
11/10/2018,14,0,5.5,-2.5,,0,0,0,10.9,117.46,32.4,4.6,25.6,89.56,Partially cloudy
11/11/2018,14.1,0.9,6.5,-1.4,,0,0,0,8.6,83.21,39.6,4.9,24.3,89.34,Clear
11/12/2018,16.1,2,8.3,-0.1,,0,0,0,24.3,121.17,39.6,6.3,46.6,85.17,Partially cloudy
11/13/2018,10.1,6.9,8.4,4.6,,3.25,0,0,21.7,247.96,35.1,12.8,80.5,87.84,Rain, Overcast
11/14/2018,9,5.6,7.1,2.8,,1.08,0,0,16.2,133.04,14.1,13,72.1,85.18,Rain, Partially cloudy
11/15/2018,5.9,2.7,4.4,-2.3,,0.1,0,0,25.7,53.5,38,16.6,88.3,82.08,Rain, Overcast
11/16/2018,2.4,-2.1,-0.1,-7.1,,0,0,0,26.1,52.21,21,13.6,40.3,75.98,Partially cloudy
11/17/2018,0.7,-4.3,-1.7,-8.4,,1,0,0,15.4,103.29,14,10.3,48,80.12,Rain, Partially cloudy
11/18/2018,0.2,-1,-0.4,-6,,0.2,0,0,24.1,50.83,24.7,8.2,94.2,89.61,Rain, Overcast
11/19/2018,0.1,-0.8,-0.1,-7.2,,2.87,0,0,35.8,54.71,58.5,8.3,97.1,89.06,Rain, Overcast
11/20/2018,0.1,-0.8,-0.2,-6.8,,1.09,0,0,26.1,54.54,24.5,7.2,97.9,92.14,Rain, Overcast
11/21/2018,0.8,-0.2,0,-5.6,,0.2,0,0,21.6,50.96,21,4.6,97.9,92.94,Rain, Overcast
11/22/2018,1.2,-0.1,0.6,-4.4,,0,0,0,14.4,43.58,17.3,2,90.5,96.36,Overcast
11/23/2018,5,-0.1,2.4,-4.3,,0.7,0,0,14.5,106.33,39.6,3.4,73.8,97.59,Rain, Partially cloudy
11/24/2018,7,4.3,5.5,2.1,,0.7,0,0,14.5,137.58,17.4,3.7,92.7,94.19,Rain, Overcast
11/25/2018,5.1,-0.1,3.3,-6.4,,3.87,0,0,32.5,41.29,45.5,9.9,94.2,88.01,Rain, Overcast
11/26/2018,-0.1,-2.4,-1,-7.7,,3.51,0,0,24.4,29.75,42,13.5,84.2,80.49,Rain, Overcast
11/27/2018,0.8,-3.9,-1.7,-8.5,,0,0,0,17.9,84.71,32.4,11.3,74.1,81.38,Partially cloudy
11/28/2018,-1,-7.8,-4.9,-13.5,,0,0,0,24,53.71,32.4,12.4,7.4,79.6,Clear
11/29/2018,0,-8,-5,-14,,0,0,0,17.9,41.46,19.9,13.3,18.8,75.25,Clear
11/30/2018,-0.9,-11.8,-6.3,-15.7,,0.1,0,0,14.4,130.5,14.1,7.6,48.2,83.74,Rain, Partially cloudy
12/01/2018,5.9,-4.8,0.2,-7.6,,0.38,0,0,9.9,137.08,54,6.7,62.5,84.74,Rain, Partially cloudy
12/02/2018,9,1,4.8,-0.9,,0.71,0,0,12.7,180.54,36,8.9,82.5,89.89,Rain, Overcast
12/03/2018,8,2.2,5.4,-1.5,,3.79,0,0,31.6,192.5,51.9,8.9,81.8,92.23,Rain, Overcast
12/04/2018,3.1,-2,0.7,-5.1,,0,0,0,19.6,239.29,21,11.5,54.6,86.63,Partially cloudy
12/05/2018,2.2,-4.3,-0.3,-7.4,,0.1,0,0,9.8,92.96,32.4,7,74.9,84.18,Rain, Partially cloudy
12/06/2018,6.9,1,4.1,-1.4,,0.3,0,0,10.2,201,50.4,7.1,90,89.65,Rain, Overcast
12/07/2018,7,0.9,5.2,-0.5,,2.66,0,0,29.7,233.96,57.6,12.3,63.8,85,Rain, Partially cloudy
12/08/2018,8,0,4.3,-0.1,,4.65,0,0,27,200.79,54,16.6,78.7,86.83,Rain, Overcast
12/09/2018,5.7,0.8,3.4,-4,,7.88,0,0,29.9,252.13,50.4,17.2,83.8,86.17,Rain, Overcast
12/10/2018,1,-0.1,0.5,-3.8,,4.58,0,0,19,216.38,39.6,4.8,92,95.87,Rain, Overcast
12/11/2018,1.1,-0.2,0.4,-3.3,,6.52,0,0,10.8,188.29,43.2,5.5,90.5,95.03,Rain, Overcast
12/12/2018,-0.1,-1.8,-0.8,-5.4,,0.1,0,0,13.4,234.42,13.8,5,95.4,94.28,Rain, Overcast
12/13/2018,-0.3,-2,-1.2,-7.1,,0.1,0,0,17.1,76.83,17.4,6.9,92.9,91.79,Rain, Overcast
12/14/2018,-0.8,-2.1,-1.3,-8.3,,0.21,0,0,26.2,46,39.6,12,92.4,85.39,Rain, Overcast
12/15/2018,-0.6,-7,-2.9,-11.1,,0.79,0,0,19,88.92,17.2,8.2,64.9,87.44,Rain, Partially cloudy
12/16/2018,-0.2,-10,-5.3,-12.4,,0,0,0,14.4,168.17,13.8,2.7,85.7,91.93,Overcast
12/17/2018,1.1,-1.9,-0.3,-6.4,,0,0,0,13.4,113.08,13.9,3.9,83.5,89.77,Overcast
12/18/2018,-1.2,-6.1,-3.9,-10.8,,0,0,0,22.3,51.33,20.7,4.2,80.1,92.98,Overcast
12/19/2018,-1.1,-6.2,-3.4,-10.6,,0.3,0,0,11.9,98.71,43.2,4.1,86.5,89.93,Rain, Overcast
12/20/2018,5.9,-2.2,1.2,-4.4,,0,0,0,30.1,193.17,57.6,8.1,77.4,86.29,Overcast
12/21/2018,8,3,6,-1,,5.74,0,0,34.3,230.17,72,18.4,86.7,83.66,Rain, Overcast
12/22/2018,4.9,2.3,3.4,-0.7,,4.17,0,0,23.7,237.92,59.1,10.9,86.4,90.74,Rain, Overcast
12/23/2018,4.8,-1,1.7,-6.5,,5.72,0,0,28,277.21,52.1,12.9,91.3,85.94,Rain, Overcast
12/24/2018,1.9,-1.9,-0.2,-7.1,,2.51,0,0,24.2,251.13,36.6,8.4,92.3,89.53,Rain, Overcast
12/25/2018,3.1,1.8,2.5,-3.6,,4.67,0,0,28.7,244.38,43.2,9.6,92.9,91.99,Rain, Overcast
12/26/2018,6,2.9,4.1,-2,,0.64,0,0,23.2,235.71,24.5,7.4,93.1,94.02,Rain, Overcast
12/27/2018,5.1,4,4.5,-0.6,,0.94,0,0,24.1,250.04,24.4,11,94.4,89.68,Rain, Overcast
12/28/2018,4,3,3.5,-0.9,,5.29,0,0,19.1,248.5,17.6,11.2,91.1,92.45,Rain, Overcast
12/29/2018,4.1,0.9,3.2,-3.3,,1.45,0,0,26.1,229.75,32.4,12.2,90,91,Rain, Overcast
12/30/2018,3,1.1,2.3,-2.4,,2.53,0,0,23.3,276.63,32.4,16.5,89.9,87.09,Rain, Overcast
12/31/2018,3,1.1,2.3,-2.4,,2.53,0,0,23.3,276.63,32.4,16.5,89.9,87.09,Rain, Overcast
01/01/2019,5.1,-1,2.4,-4.5,,0.98,0,0,41.4,228.29,67.2,9,68.4,90.05,Rain, Partially cloudy
01/02/2019,2.7,-1.9,0.5,-8.8,,6.61,0,0,33.9,273.5,66,10.8,66.6,85.81,Rain, Partially cloudy
01/03/2019,-1.8,-3.8,-2.7,-9.9,,3.78,0,0,26.7,290.71,52.4,15.1,62.9,78.63,Rain, Partially cloudy
01/04/2019,-2.1,-4.9,-3.4,-9.9,,1.47,0,0,22.4,247.71,36,12.4,79.9,82.56,Rain, Overcast
01/05/2019,1.9,-2,0.5,-7.1,,6.82,0,0,26.2,262.79,46.8,8.8,73.1,90.57,Rain, Partially cloudy
01/06/2019,0.9,-5.9,-2.8,-10.6,,3.81,0,0,23.6,275.83,38.5,16.6,72.1,77.5,Rain, Partially cloudy
01/07/2019,-4,-6.9,-5.9,-11.3,,0.2,0,0,12.7,232.79,10.4,10.2,70.4,78.92,Rain, Partially cloudy
01/08/2019,-0.3,-6.9,-3.2,-9.1,,3.29,0,0,20.9,198.13,46.8,4.8,74.4,90.09,Rain, Partially cloudy
01/09/2019,1,-1.3,0.1,-4,,1.1,0,0,11.7,151,18.3,4.5,72.9,94.61,Rain, Partially cloudy
01/10/2019,-1.3,-5.9,-2.8,-10.4,,1.83,0,0,16.2,105.67,14,3.1,80.6,89.63,Rain, Overcast
01/11/2019,-3.2,-6.9,-5.3,-11.8,,0.41,0,0,21.4,236.54,36,5.7,80.6,84.71,Rain, Overcast
01/12/2019,2.1,-2.9,0.5,-8.9,,1.25,0,0,30,240.38,57.6,7.9,66,89.98,Rain, Partially cloudy
01/13/2019,3,0.9,2,-4.5,,3.3,0,0,26.2,225.58,57.6,12,75.2,88.54,Rain, Overcast
01/14/2019,3,-2.9,0.7,-9.5,,6.16,0,0,41.7,259.25,66.2,15.8,66.1,83.43,Rain, Partially cloudy
01/15/2019,1,-2.9,-0.9,-10.4,,3.68,0,0,38.1,244.13,49.1,7.5,75,86.83,Rain, Partially cloudy
01/16/2019,3.8,0.9,2.3,-5.8,,10.76,0,0,37.2,241.58,52.6,10.7,74.4,91.08,Rain, Partially cloudy
01/17/2019,7.1,-1.8,2.7,-4.7,,0,0,0,31,224.42,61.2,13.9,74.2,77.51,Partially cloudy
01/18/2019,5.9,-1.8,1.6,-5.9,,3.07,0,0,34.4,257.92,57.6,15.8,67.3,81.22,Rain, Partially cloudy
01/19/2019,0.7,-7.2,-3.1,-9.9,,0,0,0,11.7,167.79,13.8,13.3,29.6,75.77,Partially cloudy
01/20/2019,-1.1,-8.2,-4.6,-11.3,,0,0,0,8.9,129.04,7.1,4.8,61.2,83.75,Partially cloudy
01/21/2019,-6.2,-10.2,-8,-11.4,,0,0,0,6.2,146.58,7.1,1.6,63.4,92.44,Partially cloudy
01/22/2019,-6.8,-8.2,-7.4,-14.4,,0.1,0,0,16.9,66.08,17.4,1.9,87.3,92.67,Rain, Overcast
01/23/2019,-4.2,-6.2,-5.3,-14.1,,0.1,0,0,28.6,65.46,32.4,7.1,90.2,87.71,Rain, Overcast
01/24/2019,-5.2,-6.8,-6.1,-14.9,,0.2,0,0,28.7,52.5,31.3,9.7,82.8,82.58,Rain, Overcast
01/25/2019,-4.2,-6.2,-5.5,-13.2,,0.57,0,0,21.4,187.58,20.9,8.2,84.4,82.16,Rain, Overcast
01/26/2019,-1,-5.9,-3.4,-10.7,,0.3,0,0,14.4,209.71,46.8,5.5,78.7,85.14,Rain, Overcast
01/27/2019,4.9,-2.1,0.6,-5,,0,0,0,15.4,76.25,50.4,9.5,79.2,82.74,Overcast
01/28/2019,1.1,-3,-0.2,-6,,5.41,0,0,16.9,158.54,30.5,4.1,74.4,92.47,Rain, Partially cloudy
01/29/2019,2,-3.1,-0.2,-5.9,,0.68,0,0,22.6,213.54,39.6,8.9,63.4,88.93,Rain, Partially cloudy
01/30/2019,1.2,-1.2,-0.3,-6,,0,0,0,16.3,37.42,17.4,8.4,76.3,85.83,Overcast
01/31/2019,3.7,-3.9,0,-3.7,,0,0,0,11.9,87.29,32.4,5.2,52.8,85.67,Partially cloudy
02/01/2019,7.9,-5.7,0,-10.6,,0.2,0,0,16.8,56.75,41.8,9.4,52.1,81.77,Rain, Partially cloudy
02/02/2019,12.2,2.9,7,-1.3,,0,0,0,18.5,82.67,100.8,19.7,68,75.59,Partially cloudy
02/03/2019,6.1,1,3.4,-3.9,,1.63,0,0,19.7,147.71,27,4.2,72.1,94.6,Rain, Partially cloudy
02/04/2019,1,-0.2,0.4,-5.6,,2.11,0,0,27.9,244.21,28,10.2,72.8,91.17,Rain, Partially cloudy
02/05/2019,4,-2.9,0.1,-6.4,,0,0,0,11.8,157.08,13.9,7.9,32.2,84.96,Partially cloudy
02/06/2019,3.9,-4.1,-0.5,-7.9,,0.1,0,0,14.3,195.08,13.8,9.5,56.8,80.13,Rain, Partially cloudy
02/07/2019,7,-6,-0.8,-7.8,,0.1,0,0,11,107.54,54,6.7,42.2,76.72,Rain, Partially cloudy
02/08/2019,6.1,-4,0.1,-3.2,,0.1,0,0,20.6,198.04,54,7.2,41.5,83.43,Rain, Partially cloudy
02/09/2019,7.9,-4.8,0.6,-7.3,,0,0,0,19.3,151.46,50.4,7.5,51.6,81.49,Partially cloudy
02/10/2019,11.7,-3.8,4.2,-6,,0,0,0,15.9,176.83,57.6,13.7,54.9,70.07,Partially cloudy
02/11/2019,6,2,4,-2.2,,3.57,0,0,35,244.67,59.1,17.2,71.4,82.02,Rain, Partially cloudy
02/12/2019,2.7,0.2,1.3,-4.8,,0.85,0,0,27.1,273.54,49,18.6,70.3,72.4,Rain, Partially cloudy
02/13/2019,4.1,-0.9,1.5,-5.9,,0.95,0,0,30.3,241.88,50.4,12.1,78,83.54,Rain, Overcast
02/14/2019,7.8,3.2,5.1,-0.4,,0.4,0,0,22.2,237.58,42.6,9.9,66.7,84.51,Rain, Partially cloudy
02/15/2019,8,1.7,4.7,0.8,,0.61,0,0,19,222.88,20.8,8,66.8,85.5,Rain, Partially cloudy
02/16/2019,12.9,-1.9,4,-5,,0.1,0,0,16.9,191.67,17.4,10.7,12.4,70.3,Rain
02/17/2019,14.4,-2.8,4.5,-3.6,,0,0,0,19.1,191.42,17.6,11,16.5,66.5,Clear
02/18/2019,14.8,-2.7,4.2,-4.7,,0,0,0,15.3,159.92,17.3,7.8,28.5,69.22,Partially cloudy
02/19/2019,13.1,-3.7,4.5,2.7,,0,0,0,25.2,196.71,43.2,8,21.6,71.4,Clear
02/20/2019,7.2,3.1,5.4,0.4,,1.34,0,0,29.3,244.42,28.2,13,67.1,75.06,Rain, Partially cloudy
02/21/2019,9,3.9,5.9,-0.1,,1.95,0,0,32.3,248.38,43.2,11.6,80.2,72.8,Rain, Overcast
02/22/2019,5.7,-5,0.3,-9.9,,8.19,0,0,30.8,105.08,48.4,19.6,43.5,67.07,Rain, Partially cloudy
02/23/2019,-1,-7.1,-3.9,-12,,0,0,0,16.3,117.5,34.9,22.1,40.2,58.2,Partially cloudy
02/24/2019,2.9,-5.1,-0.9,-8.1,,0,0,0,21.4,228,21.2,9.9,81.6,61.55,Overcast
02/25/2019,10,1.9,5.2,-2.1,,0,0,0,24.3,230.54,24.6,11.3,69.1,54.46,Partially cloudy
02/26/2019,10.8,3.8,6.5,0.4,,0,0,0,24.3,267.46,45.7,14.1,51,66.66,Partially cloudy
02/27/2019,8.1,-0.8,3.7,-4.3,,0,0,0,25,239.75,43.2,10.5,26.4,74.79,Partially cloudy
02/28/2019,15,0.4,8.8,-3.6,,0,0,0,38.4,245.58,69.6,16,29.4,53.1,Partially cloudy
03/01/2019,7.8,0.1,4.4,-3.4,,2.18,0,0,21.7,264.96,42.5,8,51.9,74.88,Rain, Partially cloudy
03/02/2019,4.8,-4.9,0.4,-3.3,,0.8,0,0,17.8,229.67,17.4,12.7,52.8,72.15,Rain, Partially cloudy
03/03/2019,10,0.2,5.2,-1,,0,0,0,32.5,219.04,43.2,11.5,78.3,74.17,Overcast
03/04/2019,17,4.5,10.6,2.7,,0,0,0,29.9,223.63,55.9,20,71.4,62.24,Partially cloudy
03/05/2019,9.7,2.9,6.1,-1,,4.15,0,0,46.9,229.29,70,22.9,60.7,70.85,Rain, Partially cloudy
03/06/2019,11,2.2,5.7,-1.6,,2.93,0,0,21.6,194.21,55.8,17.7,54,66.85,Rain, Partially cloudy
03/07/2019,15,0.3,8.7,-2.2,,0,0,0,26.1,130.04,43.2,19.7,74.1,60.42,Partially cloudy
03/08/2019,14.9,6.9,10,3.7,,0.44,0,0,48.7,228.71,69.8,26.1,50.9,57.03,Rain, Partially cloudy
03/09/2019,11.5,2.3,7.2,-0.2,,1.1,0,0,40.6,226.63,69.8,21.4,63.6,69.36,Rain, Partially cloudy
